Date,Sector,AUC as on Date
15-Dec-23,Financial Services,1941167
15-Dec-23,Forest Materials,2566
15-Dec-23,Healthcare,322262
15-Dec-23,Consumer Services,181871
31-Dec-23,"Media, Entertainment & Publication",19058
31-Dec-23,Information Technology,600018
31-Dec-23,Healthcare,333871
31-Dec-23,Forest Materials,2639
31-Dec-23,Financial Services,1947278
31-Dec-23,Grand Total,6132155
31-Dec-23,Diversified,4560
31-Dec-23,Consumer Services,183131
31-Dec-23,Consumer Durables,203322
31-Dec-23,Metals & Mining,188163
31-Dec-23,Others,18210
31-Dec-23,Fast Moving Consumer Goods,419522
31-Dec-23,Textiles,19261
31-Dec-23,Construction,137915
31-Dec-23,Power,248719
31-Dec-23,Realty,108114
31-Dec-23,Services,110353
31-Dec-23,Telecommunication,164846
31-Dec-23,Chemicals,103541
31-Dec-23,Capital Goods,270580
31-Dec-23,Automobile and Auto Components,411001
31-Dec-23,,
31-Dec-23,,
31-Dec-23,,"AUC as on December 31, 2023"
31-Dec-23,Construction Materials,117638
31-Dec-23,Utilities,1102
31-Dec-23,"Oil, Gas & Consumable Fuels",519314
31-Dec-23,Sovereign,0
15-Jan-24,Information Technology,628455
15-Jan-24,,
15-Jan-24,,"AUC as on January 15, 2024"
15-Jan-24,Grand Total,6283655
15-Jan-24,Others,19149
15-Jan-24,Sovereign,0
15-Jan-24,Utilities,1163
15-Jan-24,Telecommunication,175730
15-Jan-24,Services,120804
15-Jan-24,Realty,123198
15-Jan-24,Power,260641
15-Jan-24,"Oil, Gas & Consumable Fuels",558860
15-Jan-24,Metals & Mining,187815
15-Jan-24,"Media, Entertainment & Publication",17476
15-Jan-24,Textiles,19520
15-Jan-24,Forest Materials,2954
15-Jan-24,Healthcare,346190
15-Jan-24,Automobile and Auto Components,410834
15-Jan-24,Capital Goods,272530
15-Jan-24,Construction,139948
15-Jan-24,,
15-Jan-24,Chemicals,102290
15-Jan-24,Consumer Durables,206340
15-Jan-24,Consumer Services,191113
15-Jan-24,Diversified,4481
15-Jan-24,Fast Moving Consumer Goods,417392
15-Jan-24,Financial Services,1962086
15-Jan-24,Construction Materials,114684
31-Jan-24,Chemicals,96938
31-Jan-24,,"AUC as on January 31, 2024"
31-Jan-24,,
31-Jan-24,,
31-Jan-24,Automobile and Auto Components,420703
31-Jan-24,Capital Goods,279625
31-Jan-24,Construction,140676
31-Jan-24,Financial Services,1842078
31-Jan-24,Consumer Durables,195445
31-Jan-24,Consumer Services,190130
31-Jan-24,Diversified,4705
31-Jan-24,Fast Moving Consumer Goods,406935
31-Jan-24,Forest Materials,3017
31-Jan-24,Healthcare,358917
31-Jan-24,Metals & Mining,187824
31-Jan-24,Construction Materials,118325
31-Jan-24,"Oil, Gas & Consumable Fuels",579667
31-Jan-24,"Media, Entertainment & Publication",14822
31-Jan-24,Realty,118260
31-Jan-24,Services,117408
31-Jan-24,Telecommunication,186443
31-Jan-24,Textiles,19735
31-Jan-24,Utilities,1175
31-Jan-24,Sovereign,0
31-Jan-24,Others,20271
31-Jan-24,Grand Total,6199452
31-Jan-24,Power,270052
31-Jan-24,Information Technology,626303
15-Feb-24,,"AUC as on February 15, 2024"
15-Feb-24,,
15-Feb-24,,
15-Feb-24,Construction Materials,113814
15-Feb-24,Capital Goods,278904
15-Feb-24,Construction,130403
15-Feb-24,Automobile and Auto Components,439037
15-Feb-24,Chemicals,95487
15-Feb-24,Financial Services,1820341
15-Feb-24,Consumer Services,207279
15-Feb-24,Textiles,19460
15-Feb-24,Telecommunication,176274
15-Feb-24,Services,124752
15-Feb-24,Realty,120938
15-Feb-24,Power,282996
15-Feb-24,"Oil, Gas & Consumable Fuels",617639
15-Feb-24,Grand Total,6283985
15-Feb-24,Others,20959
15-Feb-24,Sovereign,0
15-Feb-24,Utilities,1164
15-Feb-24,Metals & Mining,185714
15-Feb-24,"Media, Entertainment & Publication",14901
15-Feb-24,Information Technology,654279
15-Feb-24,Healthcare,378196
15-Feb-24,Forest Materials,2806
15-Feb-24,Fast Moving Consumer Goods,398976
15-Feb-24,Diversified,4142
15-Feb-24,Consumer Durables,195524
29-Feb-24,Automobile and Auto Components,451765
29-Feb-24,"Oil, Gas & Consumable Fuels",600850
29-Feb-24,,"AUC as on February 29, 2024"
29-Feb-24,Others,21185
29-Feb-24,Sovereign,0
29-Feb-24,Utilities,1212
29-Feb-24,Textiles,19254
29-Feb-24,Telecommunication,178286
29-Feb-24,Services,129424
29-Feb-24,Realty,128021
29-Feb-24,Power,283009
29-Feb-24,Metals & Mining,186641
29-Feb-24,"Media, Entertainment & Publication",13719
29-Feb-24,Information Technology,651058
29-Feb-24,Healthcare,376424
29-Feb-24,Grand Total,6327698
29-Feb-24,Financial Services,1821845
29-Feb-24,Forest Materials,2729
29-Feb-24,,
29-Feb-24,,
29-Feb-24,Chemicals,95726
29-Feb-24,Construction,136492
29-Feb-24,Capital Goods,292549
29-Feb-24,Consumer Durables,196896
29-Feb-24,Consumer Services,218267
29-Feb-24,Diversified,4174
29-Feb-24,Fast Moving Consumer Goods,402006
29-Feb-24,Construction Materials,116166
15-Mar-24,"Oil, Gas & Consumable Fuels",579763
15-Mar-24,Information Technology,644912
15-Mar-24,"Media, Entertainment & Publication",12261
15-Mar-24,Metals & Mining,184179
15-Mar-24,Power,272974
15-Mar-24,Utilities,1102
15-Mar-24,Services,129363
15-Mar-24,Telecommunication,197678
15-Mar-24,Textiles,18667
15-Mar-24,Healthcare,361725
15-Mar-24,Sovereign,0
15-Mar-24,Realty,120817
15-Mar-24,Forest Materials,2637
15-Mar-24,Construction Materials,112688
15-Mar-24,Fast Moving Consumer Goods,411273
15-Mar-24,Diversified,3907
15-Mar-24,Consumer Services,218516
15-Mar-24,Consumer Durables,193147
15-Mar-24,Construction,137120
15-Mar-24,Chemicals,96548
15-Mar-24,Capital Goods,284568
15-Mar-24,Automobile and Auto Components,438942
15-Mar-24,,
15-Mar-24,,
15-Mar-24,Others,20822
15-Mar-24,,"AUC as on March 15, 2024"
15-Mar-24,Financial Services,1829059
15-Mar-24,Grand Total,6272669
31-Mar-24,Construction,147449
31-Mar-24,,
31-Mar-24,Grand Total,6415723
31-Mar-24,Others,33369
31-Mar-24,Sovereign,0
31-Mar-24,Utilities,1566
31-Mar-24,Textiles,18716
31-Mar-24,Telecommunication,202417
31-Mar-24,,"AUC as on March 31, 2024"
31-Mar-24,Realty,129254
31-Mar-24,Power,279712
31-Mar-24,"Oil, Gas & Consumable Fuels",603522
31-Mar-24,Metals & Mining,194684
31-Mar-24,"Media, Entertainment & Publication",12059
31-Mar-24,Information Technology,586165
31-Mar-24,Services,135131
31-Mar-24,Forest Materials,2704
31-Mar-24,Healthcare,378195
31-Mar-24,,
31-Mar-24,Automobile and Auto Components,483285
31-Mar-24,Capital Goods,292688
31-Mar-24,Construction Materials,114615
31-Mar-24,Chemicals,98871
31-Mar-24,Consumer Services,235318
31-Mar-24,Diversified,5971
31-Mar-24,Fast Moving Consumer Goods,403421
31-Mar-24,Financial Services,1860055
31-Mar-24,Consumer Durables,196554
15-Apr-24,Fast Moving Consumer Goods,392846
15-Apr-24,Construction Materials,112072
15-Apr-24,Diversified,5983
15-Apr-24,Consumer Services,242696
15-Apr-24,Consumer Durables,193887
15-Apr-24,Construction,143498
15-Apr-24,,"AUC as on April 15, 2024"
15-Apr-24,Capital Goods,307107
15-Apr-24,Automobile and Auto Components,488843
15-Apr-24,,
15-Apr-24,,
15-Apr-24,Financial Services,1885646
15-Apr-24,Chemicals,101782
15-Apr-24,Forest Materials,2876
15-Apr-24,Information Technology,590231
15-Apr-24,Utilities,1713
15-Apr-24,"Media, Entertainment & Publication",12322
15-Apr-24,Metals & Mining,204400
15-Apr-24,"Oil, Gas & Consumable Fuels",602737
15-Apr-24,Power,291821
15-Apr-24,Realty,136921
15-Apr-24,Services,136669
15-Apr-24,Telecommunication,205142
15-Apr-24,Textiles,19438
15-Apr-24,Sovereign,0
15-Apr-24,Others,22911
15-Apr-24,Healthcare,375427
15-Apr-24,Grand Total,6476964
30-Apr-24,Forest Materials,3219
30-Apr-24,Healthcare,377756
30-Apr-24,Construction Materials,115258
30-Apr-24,"Media, Entertainment & Publication",12797
30-Apr-24,Financial Services,1930820
30-Apr-24,Information Technology,563600
30-Apr-24,Fast Moving Consumer Goods,400346
30-Apr-24,Capital Goods,329054
30-Apr-24,Consumer Services,250517
30-Apr-24,,"AUC as on April 30, 2024"
30-Apr-24,,
30-Apr-24,,
30-Apr-24,Automobile and Auto Components,507247
30-Apr-24,Chemicals,105526
30-Apr-24,Construction,144517
30-Apr-24,Diversified,6406
30-Apr-24,Metals & Mining,209767
30-Apr-24,Textiles,20240
30-Apr-24,Power,305933
30-Apr-24,Grand Total,6627680
30-Apr-24,"Oil, Gas & Consumable Fuels",605043
30-Apr-24,Others,23348
30-Apr-24,Sovereign,0
30-Apr-24,Consumer Durables,199567
30-Apr-24,Telecommunication,229378
30-Apr-24,Services,145255
30-Apr-24,Realty,140263
30-Apr-24,Utilities,1824
15-May-24,Power,307533
15-May-24,Services,147492
15-May-24,Telecommunication,227512
15-May-24,Textiles,20427
15-May-24,Utilities,1773
15-May-24,Sovereign,0
15-May-24,Others,31993
15-May-24,Realty,138643
15-May-24,Grand Total,6529339
15-May-24,"Oil, Gas & Consumable Fuels",584631
15-May-24,,"AUC as on May 15, 2024"
15-May-24,,
15-May-24,,
15-May-24,Capital Goods,349516
15-May-24,Chemicals,101643
15-May-24,Construction,134689
15-May-24,Construction Materials,112149
15-May-24,Consumer Durables,192396
15-May-24,Automobile and Auto Components,513478
15-May-24,Diversified,5888
15-May-24,Fast Moving Consumer Goods,403890
15-May-24,Financial Services,1846342
15-May-24,Forest Materials,3136
15-May-24,Healthcare,374931
15-May-24,Information Technology,557013
15-May-24,Metals & Mining,212099
15-May-24,Consumer Services,250079
15-May-24,"Media, Entertainment & Publication",12089
31-May-24,Financial Services,1896907
31-May-24,Forest Materials,3209
31-May-24,Healthcare,369812
31-May-24,Information Technology,542783
31-May-24,"Oil, Gas & Consumable Fuels",589641
31-May-24,Metals & Mining,222899
31-May-24,Power,317445
31-May-24,Realty,147421
31-May-24,Services,147341
31-May-24,Fast Moving Consumer Goods,397024
31-May-24,"Media, Entertainment & Publication",12621
31-May-24,Diversified,5995
31-May-24,,"AUC as on May 31, 2024"
31-May-24,Consumer Durables,197892
31-May-24,Construction Materials,112786
31-May-24,Construction,146151
31-May-24,Textiles,20543
31-May-24,Utilities,1776
31-May-24,Sovereign,0
31-May-24,,
31-May-24,,
31-May-24,Automobile and Auto Components,523996
31-May-24,Capital Goods,375815
31-May-24,Chemicals,100951
31-May-24,Consumer Services,243750
31-May-24,Telecommunication,239560
31-May-24,Others,24290
31-May-24,Grand Total,6640608
15-Jun-24,Grand Total,6997537
15-Jun-24,Others,25535
15-Jun-24,Sovereign,0
15-Jun-24,Utilities,1923
15-Jun-24,Textiles,22044
15-Jun-24,Telecommunication,251215
15-Jun-24,Services,153606
15-Jun-24,Realty,165073
15-Jun-24,Power,319583
15-Jun-24,"Oil, Gas & Consumable Fuels",605270
15-Jun-24,Metals & Mining,223803
15-Jun-24,Information Technology,575037
15-Jun-24,Healthcare,398071
15-Jun-24,"Media, Entertainment & Publication",13760
15-Jun-24,Financial Services,1971419
15-Jun-24,Fast Moving Consumer Goods,425039
15-Jun-24,Diversified,6454
15-Jun-24,Consumer Services,265803
15-Jun-24,Consumer Durables,207287
15-Jun-24,Construction Materials,124938
15-Jun-24,Construction,146256
15-Jun-24,Chemicals,109672
15-Jun-24,,"AUC as on June 15, 2024"
15-Jun-24,Forest Materials,3838
15-Jun-24,,
15-Jun-24,,
15-Jun-24,Capital Goods,404048
15-Jun-24,Automobile and Auto Components,577864
30-Jun-24,Information Technology,597930
30-Jun-24,Power,319441
30-Jun-24,Metals & Mining,219771
30-Jun-24,Realty,163404
30-Jun-24,Healthcare,399604
30-Jun-24,"Media, Entertainment & Publication",13556
30-Jun-24,Forest Materials,4143
30-Jun-24,,
30-Jun-24,Fast Moving Consumer Goods,421822
30-Jun-24,Diversified,6480
30-Jun-24,Consumer Services,279761
30-Jun-24,Consumer Durables,209491
30-Jun-24,Construction Materials,132499
30-Jun-24,Construction,141565
30-Jun-24,Chemicals,113531
30-Jun-24,Capital Goods,409070
30-Jun-24,Automobile and Auto Components,571132
30-Jun-24,,
30-Jun-24,Services,154786
30-Jun-24,,"AUC as on June 30, 2024"
30-Jun-24,Financial Services,2054913
30-Jun-24,Telecommunication,263835
30-Jun-24,"Oil, Gas & Consumable Fuels",616324
30-Jun-24,Textiles,23182
30-Jun-24,Utilities,2106
30-Jun-24,Sovereign,0
30-Jun-24,Others,26110
30-Jun-24,Grand Total,7144454
15-Jul-24,,
15-Jul-24,Healthcare,416952
15-Jul-24,Forest Materials,4051
15-Jul-24,Financial Services,2077268
15-Jul-24,Fast Moving Consumer Goods,445113
15-Jul-24,Consumer Durables,212077
15-Jul-24,Consumer Services,297441
15-Jul-24,Information Technology,646225
15-Jul-24,Construction Materials,135321
15-Jul-24,Construction,146785
15-Jul-24,Diversified,7387
15-Jul-24,"Media, Entertainment & Publication",14554
15-Jul-24,Power,323847
15-Jul-24,"Oil, Gas & Consumable Fuels",654704
15-Jul-24,Grand Total,7350365
15-Jul-24,Realty,167265
15-Jul-24,Services,158261
15-Jul-24,Telecommunication,263761
15-Jul-24,,
15-Jul-24,Utilities,2129
15-Jul-24,Sovereign,0
15-Jul-24,Others,25078
15-Jul-24,Automobile and Auto Components,576949
15-Jul-24,Chemicals,116088
15-Jul-24,Metals & Mining,218877
15-Jul-24,Textiles,20653
15-Jul-24,Capital Goods,419579
15-Jul-24,,"AUC as on July 15, 2024"
31-Jul-24,Metals & Mining,221118
31-Jul-24,"Media, Entertainment & Publication",15029
31-Jul-24,Information Technology,690232
31-Jul-24,Healthcare,436667
31-Jul-24,Financial Services,2049902
31-Jul-24,Fast Moving Consumer Goods,455970
31-Jul-24,Diversified,7659
31-Jul-24,Consumer Services,305138
31-Jul-24,Consumer Durables,218526
31-Jul-24,Construction Materials,136945
31-Jul-24,Construction,151722
31-Jul-24,Chemicals,120612
31-Jul-24,Capital Goods,416645
31-Jul-24,Automobile and Auto Components,604398
31-Jul-24,,
31-Jul-24,,
31-Jul-24,,"AUC as on July 31, 2024"
31-Jul-24,"Oil, Gas & Consumable Fuels",636462
31-Jul-24,Power,334459
31-Jul-24,Forest Materials,4232
31-Jul-24,Realty,164021
31-Jul-24,Others,26351
31-Jul-24,Sovereign,0
31-Jul-24,Utilities,2353
31-Jul-24,Textiles,21650
31-Jul-24,Telecommunication,277007
31-Jul-24,Services,162182
31-Jul-24,Grand Total,7459279
15-Aug-24,Chemicals,114357
15-Aug-24,Fast Moving Consumer Goods,449963
15-Aug-24,Capital Goods,397601
15-Aug-24,Automobile and Auto Components,569870
15-Aug-24,Financial Services,1963394
15-Aug-24,,
15-Aug-24,Construction,139792
15-Aug-24,,"AUC as on August 15, 2024"
15-Aug-24,Power,318605
15-Aug-24,,
15-Aug-24,Construction Materials,123438
15-Aug-24,Realty,152916
15-Aug-24,Consumer Services,324457
15-Aug-24,Forest Materials,3823
15-Aug-24,Healthcare,442228
15-Aug-24,Information Technology,671704
15-Aug-24,Grand Total,7195926
15-Aug-24,Consumer Durables,214595
15-Aug-24,Sovereign,0
15-Aug-24,Utilities,2385
15-Aug-24,Textiles,20844
15-Aug-24,Others,26603
15-Aug-24,Services,150800
15-Aug-24,Telecommunication,271071
15-Aug-24,Diversified,7150
15-Aug-24,"Oil, Gas & Consumable Fuels",613719
15-Aug-24,Metals & Mining,202608
15-Aug-24,"Media, Entertainment & Publication",14001
31-Aug-24,Grand Total,7553576
31-Aug-24,Others,19325
31-Aug-24,Sovereign,0
31-Aug-24,Textiles,22242
31-Aug-24,Telecommunication,294527
31-Aug-24,Services,162985
31-Aug-24,Realty,157297
31-Aug-24,Power,321866
31-Aug-24,"Oil, Gas & Consumable Fuels",640756
31-Aug-24,Metals & Mining,214893
31-Aug-24,"Media, Entertainment & Publication",14340
31-Aug-24,Utilities,2404
31-Aug-24,Information Technology,725132
31-Aug-24,Forest Materials,4062
31-Aug-24,,"AUC as on August 31, 2024"
31-Aug-24,,
31-Aug-24,,
31-Aug-24,Sectors,Equity
31-Aug-24,Automobile and Auto Components,591671
31-Aug-24,Capital Goods,405929
31-Aug-24,Chemicals,119830
31-Aug-24,Healthcare,469978
31-Aug-24,Construction Materials,128776
31-Aug-24,Consumer Durables,229429
31-Aug-24,Consumer Services,337305
31-Aug-24,Diversified,7583
31-Aug-24,Fast Moving Consumer Goods,469262
31-Aug-24,Financial Services,2067809
31-Aug-24,Construction,146176
15-Sep-24,Diversified,7899
15-Sep-24,Fast Moving Consumer Goods,485603
15-Sep-24,Financial Services,2118593
15-Sep-24,Forest Materials,4662
15-Sep-24,Healthcare,482398
15-Sep-24,Information Technology,732004
15-Sep-24,"Media, Entertainment & Publication",14679
15-Sep-24,Metals & Mining,210889
15-Sep-24,Services,162459
15-Sep-24,Power,320366
15-Sep-24,Realty,160382
15-Sep-24,Telecommunication,299647
15-Sep-24,Textiles,24224
15-Sep-24,Utilities,2612
15-Sep-24,Consumer Services,352186
15-Sep-24,Others,20609
15-Sep-24,Grand Total,7647875
15-Sep-24,"Oil, Gas & Consumable Fuels",616787
15-Sep-24,Sovereign,0
15-Sep-24,Construction Materials,132692
15-Sep-24,Construction,143442
15-Sep-24,Chemicals,122869
15-Sep-24,Capital Goods,410162
15-Sep-24,Automobile and Auto Components,578527
15-Sep-24,Sectors,Equity
15-Sep-24,,
15-Sep-24,,
15-Sep-24,,"AUC as on September 15, 2024"
15-Sep-24,Consumer Durables,244187
30-Sep-24,Financial Services,2169396
30-Sep-24,Forest Materials,4570
30-Sep-24,Healthcare,491059
30-Sep-24,Information Technology,703359
30-Sep-24,Utilities,2919
30-Sep-24,Telecommunication,306128
30-Sep-24,Textiles,23976
30-Sep-24,Fast Moving Consumer Goods,487906
30-Sep-24,Sovereign,0
30-Sep-24,"Media, Entertainment & Publication",14900
30-Sep-24,Diversified,7736
30-Sep-24,Construction,145187
30-Sep-24,Services,162266
30-Sep-24,Consumer Durables,247520
30-Sep-24,Construction Materials,132691
30-Sep-24,Chemicals,125531
30-Sep-24,Capital Goods,413198
30-Sep-24,Automobile and Auto Components,615068
30-Sep-24,Sectors,Equity
30-Sep-24,,
30-Sep-24,,
30-Sep-24,,"AUC as on September 30, 2024"
30-Sep-24,Power,338772
30-Sep-24,Consumer Services,353707
30-Sep-24,Others,25106
30-Sep-24,Realty,169409
30-Sep-24,Metals & Mining,231908
30-Sep-24,Grand Total,7796273
30-Sep-24,"Oil, Gas & Consumable Fuels",623963
15-Oct-24,,
15-Oct-24,Grand Total,7565297
15-Oct-24,Others,25579
15-Oct-24,Sovereign,0
15-Oct-24,Utilities,3192
15-Oct-24,Textiles,24362
15-Oct-24,Telecommunication,302851
15-Oct-24,Services,158726
15-Oct-24,Realty,165605
15-Oct-24,Power,319763
15-Oct-24,"Oil, Gas & Consumable Fuels",566033
15-Oct-24,Metals & Mining,222784
15-Oct-24,"Media, Entertainment & Publication",14195
15-Oct-24,,
15-Oct-24,Information Technology,712646
15-Oct-24,,"AUC as on October 15, 2024"
15-Oct-24,Financial Services,2095824
15-Oct-24,Fast Moving Consumer Goods,461311
15-Oct-24,Diversified,7153
15-Oct-24,Consumer Services,351865
15-Oct-24,Consumer Durables,238910
15-Oct-24,Construction Materials,126254
15-Oct-24,Construction,138208
15-Oct-24,Chemicals,122120
15-Oct-24,Capital Goods,420078
15-Oct-24,Automobile and Auto Components,589732
15-Oct-24,Sectors,Equity
15-Oct-24,Healthcare,493423
15-Oct-24,Forest Materials,4685
31-Oct-24,Grand Total,7108240
31-Oct-24,Healthcare,488036
31-Oct-24,,
31-Oct-24,Sectors,Equity
31-Oct-24,Automobile and Auto Components,533563
31-Oct-24,Capital Goods,384812
31-Oct-24,Chemicals,118520
31-Oct-24,Construction,136157
31-Oct-24,Construction Materials,122031
31-Oct-24,Consumer Durables,218783
31-Oct-24,Diversified,7012
31-Oct-24,Fast Moving Consumer Goods,431649
31-Oct-24,Financial Services,2067778
31-Oct-24,,
31-Oct-24,Forest Materials,4352
31-Oct-24,"Media, Entertainment & Publication",13764
31-Oct-24,Metals & Mining,212399
31-Oct-24,"Oil, Gas & Consumable Fuels",391580
31-Oct-24,Power,305173
31-Oct-24,Realty,154096
31-Oct-24,Services,146386
31-Oct-24,Telecommunication,281651
31-Oct-24,Textiles,23723
31-Oct-24,Utilities,3439
31-Oct-24,Sovereign,0
31-Oct-24,Others,84741
31-Oct-24,Information Technology,667323
31-Oct-24,,"AUC as on October 31, 2024"
31-Oct-24,Consumer Services,311273
15-Nov-24,Realty,146791
15-Nov-24,Services,136469
15-Nov-24,Power,286128
15-Nov-24,"Oil, Gas & Consumable Fuels",499137
15-Nov-24,Metals & Mining,199984
15-Nov-24,"Media, Entertainment & Publication",13095
15-Nov-24,Healthcare,472444
15-Nov-24,Forest Materials,4082
15-Nov-24,Financial Services,1998407
15-Nov-24,Fast Moving Consumer Goods,402652
15-Nov-24,Diversified,6697
15-Nov-24,Consumer Services,317466
15-Nov-24,Consumer Durables,208359
15-Nov-24,Construction Materials,115730
15-Nov-24,Construction,132936
15-Nov-24,Information Technology,700682
15-Nov-24,Capital Goods,366353
15-Nov-24,Chemicals,113687
15-Nov-24,Telecommunication,267774
15-Nov-24,Textiles,23824
15-Nov-24,Utilities,3171
15-Nov-24,Others,25726
15-Nov-24,Grand Total,6953046
15-Nov-24,Sovereign,0
15-Nov-24,,"AUC as on November 15, 2024"
15-Nov-24,,
15-Nov-24,,
15-Nov-24,Sectors,Equity
15-Nov-24,Automobile and Auto Components,511452
30-Nov-24,Information Technology,714024
30-Nov-24,Consumer Services,332209
30-Nov-24,Healthcare,481947
30-Nov-24,Forest Materials,4354
30-Nov-24,Financial Services,2080522
30-Nov-24,Fast Moving Consumer Goods,421944
30-Nov-24,Diversified,7340
30-Nov-24,"Media, Entertainment & Publication",13689
30-Nov-24,Consumer Durables,215814
30-Nov-24,Automobile and Auto Components,521496
30-Nov-24,Construction,140878
30-Nov-24,Chemicals,116909
30-Nov-24,Realty,158843
30-Nov-24,Capital Goods,394142
30-Nov-24,Sectors,Equity
30-Nov-24,,
30-Nov-24,,
30-Nov-24,Metals & Mining,201724
30-Nov-24,,"AUC as on November 30, 2024"
30-Nov-24,Construction Materials,118249
30-Nov-24,"Oil, Gas & Consumable Fuels",504606
30-Nov-24,Power,284054
30-Nov-24,Services,138742
30-Nov-24,Telecommunication,279231
30-Nov-24,Textiles,24880
30-Nov-24,Utilities,3460
30-Nov-24,Sovereign,0
30-Nov-24,Others,28935
30-Nov-24,Grand Total,7187992
15-Dec-24,Services,144261
15-Dec-24,Chemicals,119064
15-Dec-24,Capital Goods,410783
15-Dec-24,Automobile and Auto Components,526851
15-Dec-24,,"AUC as on December 15, 2024"
15-Dec-24,,
15-Dec-24,,
15-Dec-24,Construction,148280
15-Dec-24,Sectors,Equity
15-Dec-24,Construction Materials,125672
15-Dec-24,Consumer Durables,224785
15-Dec-24,Consumer Services,347250
15-Dec-24,Telecommunication,288097
15-Dec-24,Textiles,27545
15-Dec-24,Utilities,3644
15-Dec-24,Sovereign,0
15-Dec-24,Others,33757
15-Dec-24,Grand Total,7423155
15-Dec-24,Power,282933
15-Dec-24,"Oil, Gas & Consumable Fuels",494622
15-Dec-24,Metals & Mining,211366
15-Dec-24,"Media, Entertainment & Publication",13557
15-Dec-24,Information Technology,767699
15-Dec-24,Healthcare,492833
15-Dec-24,Financial Services,2160433
15-Dec-24,Fast Moving Consumer Goods,412983
15-Dec-24,Diversified,7652
15-Dec-24,Realty,174609
15-Dec-24,Forest Materials,4478
31-Dec-24,Forest Materials,4153
31-Dec-24,Others,31116
31-Dec-24,Grand Total,7119441
31-Dec-24,,"AUC as on December 31, 2024"
31-Dec-24,,
31-Dec-24,,
31-Dec-24,Sectors,Equity
31-Dec-24,Automobile and Auto Components,505062
31-Dec-24,Capital Goods,386345
31-Dec-24,Construction,139955
31-Dec-24,Construction Materials,117666
31-Dec-24,Consumer Durables,218756
31-Dec-24,Consumer Services,344723
31-Dec-24,Diversified,7626
31-Dec-24,Fast Moving Consumer Goods,408978
31-Dec-24,Chemicals,112261
31-Dec-24,Healthcare,507781
31-Dec-24,Sovereign,0
31-Dec-24,Financial Services,2049709
31-Dec-24,Textiles,27119
31-Dec-24,Telecommunication,272674
31-Dec-24,Services,142879
31-Dec-24,Realty,170007
31-Dec-24,Utilities,3490
31-Dec-24,"Oil, Gas & Consumable Fuels",469976
31-Dec-24,Metals & Mining,195062
31-Dec-24,"Media, Entertainment & Publication",12731
31-Dec-24,Information Technology,729200
31-Dec-24,Power,262170
15-Jan-25,"Media, Entertainment & Publication",12258
15-Jan-25,Metals & Mining,184858
15-Jan-25,"Oil, Gas & Consumable Fuels",471682
15-Jan-25,Power,249371
15-Jan-25,Realty,148998
15-Jan-25,Services,131575
15-Jan-25,Utilities,3250
15-Jan-25,Textiles,26044
15-Jan-25,Sovereign,0
15-Jan-25,Others,31727
15-Jan-25,Grand Total,6799652
15-Jan-25,Telecommunication,275404
15-Jan-25,Information Technology,727585
15-Jan-25,,
15-Jan-25,Forest Materials,3451
15-Jan-25,Financial Services,1947105
15-Jan-25,Fast Moving Consumer Goods,391878
15-Jan-25,Diversified,6632
15-Jan-25,Consumer Services,309034
15-Jan-25,Consumer Durables,205428
15-Jan-25,Construction Materials,109982
15-Jan-25,Construction,130937
15-Jan-25,Chemicals,110954
15-Jan-25,Capital Goods,350248
15-Jan-25,Automobile and Auto Components,498326
15-Jan-25,Sectors,Equity
15-Jan-25,,"AUC as on January 15, 2025"
15-Jan-25,Healthcare,472926
15-Jan-25,,
31-Jan-25,Forest Materials,3524
31-Jan-25,Sectors,Equity
31-Jan-25,,
31-Jan-25,Grand Total,6776336
31-Jan-25,Others,47665
31-Jan-25,Sovereign,0
31-Jan-25,Utilities,2983
31-Jan-25,Textiles,24558
31-Jan-25,Telecommunication,278276
31-Jan-25,Services,130743
31-Jan-25,Realty,148075
31-Jan-25,Power,245274
31-Jan-25,"Oil, Gas & Consumable Fuels",471684
31-Jan-25,Metals & Mining,186285
31-Jan-25,"Media, Entertainment & Publication",11593
31-Jan-25,,
31-Jan-25,Healthcare,467065
31-Jan-25,Information Technology,698631
31-Jan-25,Automobile and Auto Components,494578
31-Jan-25,Capital Goods,345699
31-Jan-25,Chemicals,115367
31-Jan-25,Construction,131793
31-Jan-25,Construction Materials,116187
31-Jan-25,Consumer Services,291085
31-Jan-25,Diversified,6300
31-Jan-25,Fast Moving Consumer Goods,395306
31-Jan-25,Financial Services,1966433
31-Jan-25,,"AUC as on January 31, 2025"
31-Jan-25,Consumer Durables,197231
15-Feb-25,"Media, Entertainment & Publication",10875
15-Feb-25,Power,217780
15-Feb-25,Metals & Mining,180754
15-Feb-25,"Oil, Gas & Consumable Fuels",444814
15-Feb-25,Realty,133787
15-Feb-25,Sovereign,0
15-Feb-25,Telecommunication,290820
15-Feb-25,Textiles,22627
15-Feb-25,Utilities,2722
15-Feb-25,Information Technology,678374
15-Feb-25,Others,44831
15-Feb-25,Services,125907
15-Feb-25,Healthcare,446659
15-Feb-25,Construction Materials,112011
15-Feb-25,Financial Services,1933679
15-Feb-25,Fast Moving Consumer Goods,366455
15-Feb-25,Diversified,5487
15-Feb-25,Consumer Services,274237
15-Feb-25,Consumer Durables,185483
15-Feb-25,Construction,115204
15-Feb-25,Chemicals,109510
15-Feb-25,Capital Goods,301377
15-Feb-25,Automobile and Auto Components,471157
15-Feb-25,Sectors,Equity
15-Feb-25,,
